SUBSTITUUTIORYHMA;VNRNRO;PAKKAUSKOKO;RESEPTISTATUS;LAAKENIMI;VAHVUUS;LAAKEMUOTONIMI;HALTIJA;ATCKOODI;SELITES;KAUPAN;DOKUMENTAATIO;RINNAKKAISTUONTI;MYYNTILUPANRO;EUMYYNTILUPANRO
0097;528621;30;R;Linatilsan;20 mg;tabletti;Sandoz GmbH;C09AA02;enalapriili;1;G;0;15193;
0097;589143;100;R;Linatil;20 mg;tabletti;Hexal A/S;C09AA02;enalapriili;1;G;0;11064;
0098;000119;100;R;Enalapril-Ratiopharm;5 mg;tabletti;ratiopharm GmbH;C09AA02;enalapriili;1;G;0;15513;
0098;000130;30;R;Enalapril-Ratiopharm;5 mg;tabletti;ratiopharm GmbH;C09AA02;enalapriili;1;G;0;15513;
0098;023716;30;R;Enalapril Krka;5 mg;tabletti;KRKA Sverige AB;C09AA02;enalapriili;1;G;0;20322;
0098;023738;100 x 1;R;Enalapril Krka;5 mg;tabletti;KRKA Sverige AB;C09AA02;enalapriili;1;G;0;20322;
0098;088288;30;R;Enalapril Vitabalans;5 mg;tabletti;Vitabalans Oy;C09AA02;enalapriili;1;G;0;21833;
0098;088297;100;R;Enalapril Vitabalans;5 mg;tabletti;Vitabalans Oy;C09AA02;enalapriili;1;G;0;21833;
0098;460167;30;R;Enalapril Orion;5 mg;tabletti;Orion Corporation;C09AA02;enalapriili;1;G;0;28688;
0098;494925;250;R;Linatilsan;5 mg;tabletti;Sandoz GmbH;C09AA02;enalapriili;1;G;0;15191;
0098;554074;100;R;Linatilsan;5 mg;tabletti;Sandoz GmbH;C09AA02;enalapriili;1;G;0;15191;
0098;561010;100;R;Enalapril Orion;5 mg;tabletti;Orion Corporation;C09AA02;enalapriili;1;G;0;28688;
0098;589010;100;R;Linatil;5 mg;tabletti;Hexal A/S;C09AA02;enalapriili;1;G;0;11062;
0099;006305;100;R;Lisinopril Ratiopharm;10 mg;tabletti;ratiopharm GmbH;C09AA03;lisinopriili;1;G;0;16247;
0099;078836;100;R;Cardiostad;10 mg;tabletti;STADA Arzneimittel AG;C09AA03;lisinopriili;1;G;0;16350;
0099;452999;100;R;Lisinopril Orion;10 mg;tabletti;Orion Corporation;C09AA03;lisinopriili;1;G;0;30879;
0099;459394;98;R;Lisinopril Grindeks;10 mg;tabletti;Grindeks AS;C09AA03;lisinopriili;1;G;0;40429;
0101;006323;100;R;Lisinopril Ratiopharm;20 mg;tabletti;ratiopharm GmbH;C09AA03;lisinopriili;1;G;0;16248;
0101;051879;98;R;Lisinopril Grindeks;20 mg;tabletti;Grindeks AS;C09AA03;lisinopriili;1;G;0;40430;
0101;078847;100;R;Cardiostad;20 mg;tabletti;STADA Arzneimittel AG;C09AA03;lisinopriili;1;G;0;16351;
0101;524946;100;R;Lisinopril Orion;20 mg;tabletti;Orion Corporation;C09AA03;lisinopriili;1;G;0;30880;
0102;078825;100;R;Cardiostad;5 mg;tabletti;STADA Arzneimittel AG;C09AA03;lisinopriili;1;G;0;16349;
0102;402596;100;R;Lisinopril Orion;5 mg;tabletti;Orion Corporation;C09AA03;lisinopriili;1;G;0;30878;
0102;521284;98;R;Lisinopril Grindeks;5 mg;tabletti;Grindeks AS;C09AA03;lisinopriili;1;G;0;40428;
0104;020992;30;R;Coversyl Novum;5 mg;tabletti, kalvop‰‰llysteinen;Les Laboratoires Servier;C09AA04;perindopriili;1;A;0;20313;
0104;021033;90;R;Coversyl Novum;5 mg;tabletti, kalvop‰‰llysteinen;Les Laboratoires Servier;C09AA04;perindopriili;1;A;0;20313;
0104;042538;30;R;Perindopril Ratiopharm;4 mg;tabletti;ratiopharm GmbH;C09AA04;perindopriili;1;G;0;21717;
0104;042550;90;R;Perindopril Ratiopharm;4 mg;tabletti;ratiopharm GmbH;C09AA04;perindopriili;1;G;0;21717;
0104;051959;30;R;Perindopril Krka;4 mg;tabletti;KRKA d.d. Novo mesto;C09AA04;perindopriili;1;G;0;21719;
0104;051968;90;R;Perindopril Krka;4 mg;tabletti;KRKA d.d. Novo mesto;C09AA04;perindopriili;1;G;0;21719;
0104;165255;90;R;Perindopril Orion;4 mg;tabletti;Orion Corporation;C09AA04;perindopriili;1;G;0;24937;
0107;005145;98;R;Cardace;10 mg;tabletti;Sanofi Oy;C09AA05;ramipriili;1;A;0;16344;
0107;019682;100;R;Ramipril Ratiopharm;10 mg;tabletti;ratiopharm GmbH;C09AA05;ramipriili;1;G;0;19364;
0107;168036;100;R;Ramipril Hexal;10 mg;tabletti;Hexal A/S;C09AA05;ramipriili;1;G;0;17043;
0107;374179;100;R;Ramipril Orion;10 mg;tabletti;Aurobindo Pharma (Malta) Ltd;C09AA05;ramipriili;1;G;0;26965;
0108;019669;100;R;Ramipril Ratiopharm;2.5 mg;tabletti;ratiopharm GmbH;C09AA05;ramipriili;1;G;0;19362;
0108;402842;28;R;Cardace;2.5 mg;tabletti;Sanofi Oy;C09AA05;ramipriili;0;A;0;11053;
0108;402859;98;R;Cardace;2.5 mg;tabletti;Sanofi Oy;C09AA05;ramipriili;1;A;0;11053;
0108;592508;100;R;Ramipril Hexal;2.5 mg;tabletti;Hexal A/S;C09AA05;ramipriili;1;G;0;17040;
0108;599563;500;R;Ramipril Hexal;2.5 mg;tabletti;Hexal A/S;C09AA05;ramipriili;1;G;0;17040;
0109;019621;100;R;Ramipril Ratiopharm;5 mg;tabletti;ratiopharm GmbH;C09AA05;ramipriili;1;G;0;19363;
0109;019697;30;R;Ramipril Ratiopharm;5 mg;tabletti;ratiopharm GmbH;C09AA05;ramipriili;1;G;0;19363;
0109;093719;30;R;Ramipril Orion;5 mg;tabletti;Aurobindo Pharma (Malta) Ltd;C09AA05;ramipriili;0;G;0;26964;
0109;384410;100;R;Ramipril Orion;5 mg;tabletti;Aurobindo Pharma (Malta) Ltd;C09AA05;ramipriili;1;G;0;26964;
0109;390695;100;R;Ramipril Hexal;5 mg;tabletti;Hexal A/S;C09AA05;ramipriili;1;G;0;17041;
0109;402917;28;R;Cardace;5 mg;tabletti;Sanofi Oy;C09AA05;ramipriili;0;A;0;11054;
0109;403048;98;R;Cardace;5 mg;tabletti;Sanofi Oy;C09AA05;ramipriili;1;A;0;11054;
0109;526474;500;R;Ramipril Hexal;5 mg;tabletti;Hexal A/S;C09AA05;ramipriili;1;G;0;17041;
0116;034124;100;R;Enalapril comp ratiopharm;20 mg / 12.5 mg;tabletti;ratiopharm GmbH;C09BA02;enalapriili ja diureetit;1;G;0;14278;
0116;037937;30;R;Enalapril comp ratiopharm;20 mg / 12.5 mg;tabletti;ratiopharm GmbH;C09BA02;enalapriili ja diureetit;1;G;0;14278;
0116;195323;100;R;Enalapril Comp Orion;20 mg / 12.5 mg;tabletti;Orion Corporation;C09BA02;enalapriili ja diureetit;1;G;0;28691;
0116;441765;100;R;Linatil Comp;20 mg / 12.5 mg;tabletti;Hexal A/S;C09BA02;enalapriili ja diureetit;1;G;0;18897;
0116;446385;28;R;Renitec Comp;20 mg / 12.5 mg;tabletti;N.V. Organon;C09BA02;enalapriili ja diureetit;1;A;0;10146;
0116;446393;98;R;Renitec Comp;20 mg / 12.5 mg;tabletti;N.V. Organon;C09BA02;enalapriili ja diureetit;1;A;0;10146;
0116;476146;30;R;Linatil Comp;20 mg / 12.5 mg;tabletti;Hexal A/S;C09BA02;enalapriili ja diureetit;1;G;0;18897;
0132;003607;100;R;Lipcut;10 mg;tabletti, kalvop‰‰llysteinen;Sandoz A/S;C10AA01;simvastatiini;1;G;0;16013;
0132;010908;28;R;Simvastatin Ratiopharm;10 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;C10AA01;simvastatiini;1;G;0;17254;
0132;010940;98;R;Simvastatin Ratiopharm;10 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;C10AA01;simvastatiini;1;G;0;17254;
0132;023661;100 x 1;R;Simvastatin Krka;10 mg;tabletti, kalvop‰‰llysteinen;KRKA Sverige AB;C10AA01;simvastatiini;1;G;0;20074;
0132;023683;30;R;Simvastatin Krka;10 mg;tabletti, kalvop‰‰llysteinen;KRKA Sverige AB;C10AA01;simvastatiini;1;G;0;20074;
0132;059942;28;R;Simvastatin Orion;10 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;C10AA01;simvastatiini;1;G;0;21586;
0132;059951;98;R;Simvastatin Orion;10 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;C10AA01;simvastatiini;1;G;0;21586;
0132;088881;100;R;Simvastatin Viatris;10 mg;tabletti, kalvop‰‰llysteinen;Viatris Limited;C10AA01;simvastatiini;1;G;0;37834;
0132;117687;250;R;Lipcut;10 mg;tabletti, kalvop‰‰llysteinen;Sandoz A/S;C10AA01;simvastatiini;1;G;0;16013;
0132;136776;250;R;Simvastatin Ratiopharm;10 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;C10AA01;simvastatiini;1;G;0;17254;
0132;189895;100;R;Simvastatin Orion;10 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;C10AA01;simvastatiini;1;G;0;21586;
0132;455633;98;R;Simvastatin SanoSwiss;10 mg;tabletti, kalvop‰‰llysteinen;SanoSwiss UAB;C10AA01;simvastatiini;1;G;0;26987;
0133;003631;100;R;Lipcut;20 mg;tabletti, kalvop‰‰llysteinen;Sandoz A/S;C10AA01;simvastatiini;1;G;0;16014;
0133;010955;28;R;Simvastatin Ratiopharm;20 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;C10AA01;simvastatiini;1;G;0;17255;
0133;010966;98;R;Simvastatin Ratiopharm;20 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;C10AA01;simvastatiini;1;G;0;17255;
0133;023674;30;R;Simvastatin Krka;20 mg;tabletti, kalvop‰‰llysteinen;KRKA Sverige AB;C10AA01;simvastatiini;1;G;0;20075;
0133;023685;100 x 1;R;Simvastatin Krka;20 mg;tabletti, kalvop‰‰llysteinen;KRKA Sverige AB;C10AA01;simvastatiini;1;G;0;20075;
0133;059960;28;R;Simvastatin Orion;20 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;C10AA01;simvastatiini;1;G;0;21587;
0133;059969;98;R;Simvastatin Orion;20 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;C10AA01;simvastatiini;1;G;0;21587;
0133;392089;98;R;Simvastatin SanoSwiss;20 mg;tabletti, kalvop‰‰llysteinen;SanoSwiss UAB;C10AA01;simvastatiini;1;G;0;26988;
0133;454199;98;R;Zocor;20 mg;tabletti, kalvop‰‰llysteinen;N.V. Organon;C10AA01;simvastatiini;1;A;0;10661;
0133;487321;100;R;Simvastatin Viatris;20 mg;tabletti, kalvop‰‰llysteinen;Viatris Limited;C10AA01;simvastatiini;1;G;0;37835;
0133;529828;250;R;Simvastatin Ratiopharm;20 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;C10AA01;simvastatiini;1;G;0;17255;
0133;586427;250;R;Lipcut;20 mg;tabletti, kalvop‰‰llysteinen;Sandoz A/S;C10AA01;simvastatiini;1;G;0;16014;
0133;592759;100;R;Simvastatin Orion;20 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;C10AA01;simvastatiini;1;G;0;21587;
0135;003678;100;R;Lipcut;40 mg;tabletti, kalvop‰‰llysteinen;Sandoz A/S;C10AA01;simvastatiini;1;G;0;16016;
0135;010988;28;R;Simvastatin Ratiopharm;40 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;C10AA01;simvastatiini;1;G;0;17256;
0135;010999;98;R;Simvastatin Ratiopharm;40 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;C10AA01;simvastatiini;1;G;0;17256;
0135;023703;100 x 1;R;Simvastatin Krka;40 mg;tabletti, kalvop‰‰llysteinen;KRKA Sverige AB;C10AA01;simvastatiini;1;G;0;20076;
0135;023726;30;R;Simvastatin Krka;40 mg;tabletti, kalvop‰‰llysteinen;KRKA Sverige AB;C10AA01;simvastatiini;1;G;0;20076;
0135;059978;28;R;Simvastatin Orion;40 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;C10AA01;simvastatiini;1;G;0;21588;
0135;059987;98;R;Simvastatin Orion;40 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;C10AA01;simvastatiini;1;G;0;21588;
0135;115544;100;R;Simvastatin Orion;40 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;C10AA01;simvastatiini;1;G;0;21588;
0135;139438;98;R;Simvastatin SanoSwiss;40 mg;tabletti, kalvop‰‰llysteinen;SanoSwiss UAB;C10AA01;simvastatiini;1;G;0;26989;
0135;382531;98;R;Zocor;40 mg;tabletti, kalvop‰‰llysteinen;N.V. Organon;C10AA01;simvastatiini;1;A;0;12198;
0135;489092;250;R;Simvastatin Ratiopharm;40 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;C10AA01;simvastatiini;1;G;0;17256;
0135;542197;250;R;Lipcut;40 mg;tabletti, kalvop‰‰llysteinen;Sandoz A/S;C10AA01;simvastatiini;1;G;0;16016;
0135;597889;100;R;Simvastatin Viatris;40 mg;tabletti, kalvop‰‰llysteinen;Viatris Limited;C10AA01;simvastatiini;1;G;0;37836;
0140;047922;30;R;Pravastatin Ratiopharm;20 mg;tabletti;Sandoz A/S;C10AA03;pravastatiini;1;G;0;19125;
0140;429926;100;R;Pravastatin Orion;20 mg;tabletti;Orion Corporation;C10AA03;pravastatiini;1;G;0;32974;
0140;452354;100;R;Pravastatin Ratiopharm;20 mg;tabletti;Sandoz A/S;C10AA03;pravastatiini;1;G;0;19125;
0141;027083;30;R;Pravastatin Ratiopharm;40 mg;tabletti;Sandoz A/S;C10AA03;pravastatiini;1;G;0;19126;
0141;043089;100;R;Pravastatin Orion;40 mg;tabletti;Orion Corporation;C10AA03;pravastatiini;1;G;0;32975;
0141;576923;100;R;Pravastatin Ratiopharm;40 mg;tabletti;Sandoz A/S;C10AA03;pravastatiini;1;G;0;19126;
0144;000052;100;R;Bezalip;400 mg;depottabletti;Paranova Oy;C10AB02;betsafibraatti;1;;1;13941;
0144;565440;100;R;Bezalip;400 mg;depottabletti;Teva B.V.;C10AB02;betsafibraatti;1;A;0;10935;
0164;020695;30;R;Primolut N;5 mg;tabletti;Paranova Oy;G03DC02;noretisteroni;1;;1;15494;
0164;035224;30;R;Primolut N;5 mg;tabletti;Orifarm Oy;G03DC02;noretisteroni;1;;1;31349;
0164;558718;30;R;Primolut N;5 mg;tabletti;Bayer Oy;G03DC02;noretisteroni;1;A;0;3817;
0169;037214;3 x 21;R;Vreya;0.035 mg / 2 mg;tabletti, p‰‰llystetty;Stragen Nordic A/S;G03HB01;syproteroni ja estrogeeni;1;G;0;21514;
0169;169276;3 x 21;R;Diane Nova;2 mg / 35 mikrog;tabletti, p‰‰llystetty;Bayer Oy;G03HB01;syproteroni ja estrogeeni;1;A;0;9376;
0169;545176;3 x 21;R;Cypretyl;2 mg / 35 mikrog;tabletti, p‰‰llystetty;ratiopharm GmbH;G03HB01;syproteroni ja estrogeeni;1;G;0;24542;
0169;577377;3 x 21;R;Diane Nova;2 mg / 35 mikrog;tabletti, p‰‰llystetty;Paranova Oy;G03HB01;syproteroni ja estrogeeni;1;;1;39089;
0178;000599;30;R;Gefina;5 mg;tabletti, kalvop‰‰llysteinen;Hexal A/S;G04CB01;finasteridi;1;G;0;14988;
0178;000616;100;R;Gefina;5 mg;tabletti, kalvop‰‰llysteinen;Hexal A/S;G04CB01;finasteridi;1;G;0;14988;
0178;031478;30;R;Finasterid Orion;5 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;G04CB01;finasteridi;1;G;0;20980;
0178;031487;100;R;Finasterid Orion;5 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;G04CB01;finasteridi;1;G;0;20980;
0178;068578;250;R;Finasterid Ratiopharm;5 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;G04CB01;finasteridi;1;G;0;20983;
0178;128540;100;R;Finasterid Ratiopharm;5 mg;tabletti, kalvop‰‰llysteinen;Paranova Oy;G04CB01;finasteridi;1;;1;38350;
0178;385822;30;R;Finasterid Ratiopharm;5 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;G04CB01;finasteridi;1;G;0;20983;
0178;445759;98;R;Proscar;5 mg;tabletti, kalvop‰‰llysteinen;N.V. Organon;G04CB01;finasteridi;1;A;0;10751;
0178;487810;100;R;Finasterid Ratiopharm;5 mg;tabletti, kalvop‰‰llysteinen;Orifarm Oy;G04CB01;finasteridi;1;;1;37384;
0178;534994;100;R;Finasterid Ratiopharm;5 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;G04CB01;finasteridi;1;G;0;20983;
0184;453125;50;R;Medrol;16 mg;tabletti;Pfizer Oy;H02AB04;metyyliprednisoloni;1;A;0;7363;
0184;586726;50;R;Solomet;16 mg;tabletti;Orion Corporation;H02AB04;metyyliprednisoloni;1;G;0;9489;
0185;117729;100;R;Medrol;4 mg;tabletti;Pfizer Oy;H02AB04;metyyliprednisoloni;1;A;0;4493;
0185;139082;30;R;Medrol;4 mg;tabletti;Pfizer Oy;H02AB04;metyyliprednisoloni;1;A;0;4493;
0185;159103;21;R;Medrol;4 mg;tabletti;Pfizer Oy;H02AB04;metyyliprednisoloni;1;A;0;4493;
0185;481684;50;R;Solomet;4 mg;tabletti;Orion Corporation;H02AB04;metyyliprednisoloni;1;G;0;9488;
0188;172163;10;R;Doximed;100 mg;tabletti;ratiopharm GmbH;J01AA02;doksisykliini;1;G;0;11061;
0188;180182;50;R;Doxitin;100 mg;tabletti;Vitabalans Oy;J01AA02;doksisykliini;1;G;0;13166;
0188;180190;8;R;Doxitin;100 mg;tabletti;Vitabalans Oy;J01AA02;doksisykliini;1;G;0;13166;
0188;464743;10;R;Doximycin;100 mg;tabletti;Orion Corporation;J01AA02;doksisykliini;1;G;0;8029;
0188;466706;50;R;Doximycin;100 mg;tabletti;Orion Corporation;J01AA02;doksisykliini;1;G;0;8029;
0188;532259;10;R;Doxitin;100 mg;tabletti;Vitabalans Oy;J01AA02;doksisykliini;1;G;0;13166;
0189;181230;8;R;Doxitin;150 mg;tabletti;Vitabalans Oy;J01AA02;doksisykliini;1;G;0;13167;
0189;380766;8;R;Doximed;150 mg;tabletti;ratiopharm GmbH;J01AA02;doksisykliini;1;G;0;11407;
0189;454900;10;R;Doxitin;150 mg;tabletti;Vitabalans Oy;J01AA02;doksisykliini;1;G;0;13167;
0189;537324;8;R;Doximycin;150 mg;tabletti;Orion Corporation;J01AA02;doksisykliini;1;A;0;8710;
0189;537332;10;R;Doximycin;150 mg;tabletti;Orion Corporation;J01AA02;doksisykliini;1;A;0;8710;
0189;537340;100;R;Doximycin;150 mg;tabletti;Orion Corporation;J01AA02;doksisykliini;1;A;0;8710;
0189;584896;10;R;Doximed;150 mg;tabletti;ratiopharm GmbH;J01AA02;doksisykliini;1;G;0;11407;
0191;006299;50 ml;R;Amorion;100 mg/ml;jauhe oraalisuspensiota varten;Orion Corporation;J01CA04;amoksisilliini;1;G;0;16734;
0191;420510;60 ml;R;Amoxin;100 mg/ml;jauhe oraalisuspensiota varten;ratiopharm GmbH;J01CA04;amoksisilliini;1;G;0;12122;
0191;496060;40 ml;R;Amoxin;100 mg/ml;jauhe oraalisuspensiota varten;ratiopharm GmbH;J01CA04;amoksisilliini;1;G;0;12122;
0196;006192;14;R;Amorion;500 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01CA04;amoksisilliini;1;G;0;7694;
0196;006989;20;R;Amorion;500 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01CA04;amoksisilliini;1;G;0;7694;
0196;006998;30;R;Amorion;500 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01CA04;amoksisilliini;1;G;0;7694;
0196;065136;14;R;Amoxin;500 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;J01CA04;amoksisilliini;1;G;0;11517;
0196;542148;8;R;Amoxicillin Mip Pharma;500 mg;tabletti;MIP Pharma GmbH;J01CA04;amoksisilliini;0;G;0;28605;
0196;575571;20;R;Amoxin;500 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;J01CA04;amoksisilliini;1;G;0;11517;
0196;575589;30;R;Amoxin;500 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;J01CA04;amoksisilliini;1;G;0;11517;
0198;006203;14;R;Amorion;750 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01CA04;amoksisilliini;1;G;0;12387;
0198;007009;20;R;Amorion;750 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01CA04;amoksisilliini;1;G;0;12387;
0198;394965;14;R;Amoxin;750 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;J01CA04;amoksisilliini;1;G;0;11518;
0198;575621;20;R;Amoxin;750 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;J01CA04;amoksisilliini;1;G;0;11518;
0204;000115;20;R;Amoxin Comp;500 mg / 125 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;1;G;0;14871;
0204;000126;30;R;Amoxin Comp;500 mg / 125 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;1;G;0;14871;
0204;146938;20;R;Betaklav;500 mg / 125 mg;tabletti, kalvop‰‰llysteinen;KRKA Sverige AB;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;1;G;0;32012;
0204;412856;20;R;Bioclavid;500 mg / 125 mg;tabletti, kalvop‰‰llysteinen;Sandoz GmbH;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;1;G;0;12895;
0204;434905;30;R;Amorion Comp;500 mg / 125 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;1;G;0;31345;
0204;474783;30;R;Bioclavid;500 mg / 125 mg;tabletti, kalvop‰‰llysteinen;Sandoz GmbH;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;1;G;0;12895;
0204;522535;20;R;Amorion Comp;500 mg / 125 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;1;G;0;31345;
0204;532261;30;R;Betaklav;500 mg / 125 mg;tabletti, kalvop‰‰llysteinen;KRKA Sverige AB;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;1;G;0;32012;
0205;065751;70 ml;R;Amoxin Comp;80 mg / 11.4 mg/ml;jauhe oraalisuspensiota varten;ratiopharm GmbH;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;1;G;0;18292;
0205;160684;35 ml;R;Amorion Comp;80 / 11.4 mg/ml;jauhe oraalisuspensiota varten;Orion Corporation;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;1;G;0;24781;
0205;160695;70 ml;R;Amorion Comp;80 / 11.4 mg/ml;jauhe oraalisuspensiota varten;Orion Corporation;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;1;G;0;24781;
0206;001165;14;R;Bioclavid;875 mg / 125 mg;tabletti, kalvop‰‰llysteinen;Sandoz GmbH;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;0;G;0;15281;
0206;001176;20;R;Bioclavid;875 mg / 125 mg;tabletti, kalvop‰‰llysteinen;Sandoz GmbH;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;1;G;0;15281;
0206;005949;10;R;Amoxin Comp;875 mg / 125 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;1;G;0;15283;
0206;005963;14;R;Amoxin Comp;875 mg / 125 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;1;G;0;15283;
0206;072187;14;R;Betaklav;875 mg / 125 mg;tabletti, kalvop‰‰llysteinen;KRKA Sverige AB;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;1;G;0;32013;
0206;090058;10;R;Amorion Comp;875 mg / 125 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;1;G;0;24772;
0206;090070;14;R;Amorion Comp;875 mg / 125 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;1;G;0;24772;
0206;493376;10;R;Betaklav;875 mg / 125 mg;tabletti, kalvop‰‰llysteinen;KRKA Sverige AB;J01CR02;amoksisilliini ja beetalaktamaasin est‰j‰;0;G;0;32013;
0209;006183;14;R;Kefexin;500 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01DB01;kefaleksiini;1;A;0;7281;
0209;007061;20;R;Kefexin;500 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01DB01;kefaleksiini;1;A;0;7281;
0209;007072;30;R;Kefexin;500 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01DB01;kefaleksiini;1;A;0;7281;
0209;163048;14;R;Kefalex;500 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;J01DB01;kefaleksiini;1;G;0;11071;
0209;174938;20;R;Kefalex;500 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;J01DB01;kefaleksiini;1;G;0;11071;
0209;175356;30;R;Kefalex;500 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;J01DB01;kefaleksiini;1;G;0;11071;
0209;175521;100;R;Kefalex;500 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;J01DB01;kefaleksiini;1;G;0;11071;
0210;006222;14;R;Kefexin;750 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01DB01;kefaleksiini;1;A;0;12220;
0210;007083;20;R;Kefexin;750 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01DB01;kefaleksiini;1;A;0;12220;
0210;555979;14;R;Kefalex;750 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;J01DB01;kefaleksiini;1;G;0;13871;
0210;555987;20;R;Kefalex;750 mg;tabletti, kalvop‰‰llysteinen;ratiopharm GmbH;J01DB01;kefaleksiini;1;G;0;13871;
0219;580092;30;R;Trimopan;100 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01EA01;trimetopriimi;1;A;0;6485;
0219;580100;100;R;Trimopan;100 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01EA01;trimetopriimi;1;A;0;6485;
0219;592329;30;R;TRIMETIN;100 mg;tabletti;Vitabalans Oy;J01EA01;trimetopriimi;1;G;0;11325;
0219;592337;100;R;TRIMETIN;100 mg;tabletti;Vitabalans Oy;J01EA01;trimetopriimi;1;G;0;11325;
0220;130864;10;R;Trimopan;160 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01EA01;trimetopriimi;1;A;0;7833;
0220;130880;20;R;Trimopan;160 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01EA01;trimetopriimi;1;A;0;7833;
0220;166215;100;R;Trimopan;160 mg;tabletti, kalvop‰‰llysteinen;Orion Corporation;J01EA01;trimetopriimi;1;A;0;7833;
0220;592352;10;R;TRIMETIN;160 mg;tabletti;Vitabalans Oy;J01EA01;trimetopriimi;1;G;0;11326;
0220;592394;100;R;TRIMETIN;160 mg;tabletti;Vitabalans Oy;J01EA01;trimetopriimi;1;G;0;11326;
0221;010180;10;R;TRIMETIN;300 mg;tabletti;Vitabalans Oy;J01EA01;trimetopriimi;1;G;0;16456;
